"original_miRNA_id","normalized_miRNA_id","logFC_no_zone","BH_FDR_no_zone","logFC_adjusted","BH_FDR_adjusted","no_zone_significant","attenuated","direction_reversed"
"hsa-miR-15b-5p:hsa-mir-15b","hsa-miR-15b-5p",-0.25577946422098,0.626580291041456,-0.412411116182767,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-16-2-3p:hsa-mir-16-2","hsa-miR-16-2-3p",-0.159598631062071,0.744769865823926,0.022720011042733,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-16-5p:hsa-mir-16-1","hsa-miR-16-5p",-0.312590478876539,0.578800468864439,-0.408901426744348,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-17-3p:hsa-mir-17","hsa-miR-17-3p",0.292839673534539,0.847884598527618,-0.00579575477765573,0.998612650735802,FALSE,TRUE,TRUE
"hsa-miR-17-5p:hsa-mir-17","hsa-miR-17-5p",0.0432348020907448,0.929417074040883,0.0370107102734849,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-181a-2-3p:hsa-mir-181a-2","hsa-miR-181a-2-3p",0.480713333916489,0.148824804562336,0.0368766296972559,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-181a-3p:hsa-mir-181a-1","hsa-miR-181a-3p",-0.332646502295867,0.732917704376909,-0.732288172383589,0.901138084350497,FALSE,FALSE,FALSE
"hsa-miR-181a-5p:hsa-mir-181a-1","hsa-miR-181a-5p",-0.0563954158522484,0.858701909970255,-0.234967024511133,0.901138084350497,FALSE,FALSE,FALSE
"hsa-miR-181b-2-3p:hsa-mir-181b-2","hsa-miR-181b-2-3p",-0.11241807715471,0.941404851824172,-0.512582112260249,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-181b-5p:hsa-mir-181b-1","hsa-miR-181b-5p",0.0284310250897353,0.941404851824172,-0.103125457022919,0.954302845955942,FALSE,FALSE,TRUE
"hsa-miR-181c-3p:hsa-mir-181c","hsa-miR-181c-3p",-0.206532832765325,0.889422147057613,-0.279088899990789,0.97180894193783,FALSE,FALSE,FALSE
"hsa-miR-181c-5p:hsa-mir-181c","hsa-miR-181c-5p",0.0942237676188901,0.889422147057613,-0.206081985750564,0.954302845955942,FALSE,FALSE,TRUE
"hsa-miR-181d-5p:hsa-mir-181d","hsa-miR-181d-5p",0.0768043499729727,0.850481770003641,0.26967180314745,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-182-5p:hsa-mir-182","hsa-miR-182-5p",-0.342206649147073,0.476166246852001,0.0223185791347625,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-1827:hsa-mir-1827","hsa-miR-1827",-0.155534922260111,0.815841007018046,-0.208745974468766,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-183-3p:hsa-mir-183","hsa-miR-183-3p",-1.04422513476124,0.288617319314835,-0.352507775907126,0.955708966936663,FALSE,TRUE,FALSE
"hsa-miR-183-5p:hsa-mir-183","hsa-miR-183-5p",-0.550674488418509,0.153521424411601,0.0200236827205726,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-184:hsa-mir-184","hsa-miR-184",0.575515586243243,0.574305360571869,0.451239775284076,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-185-3p:hsa-mir-185","hsa-miR-185-3p",0.642210282658916,0.414497778188412,0.552579001605125,0.942554188179476,FALSE,TRUE,FALSE
"hsa-miR-185-5p:hsa-mir-185","hsa-miR-185-5p",-0.351348065249894,0.468847638776705,-0.22956769344328,0.951185018782856,FALSE,TRUE,FALSE
"hsa-miR-186-5p:hsa-mir-186","hsa-miR-186-5p",0.0381929639339661,0.911361264671633,-0.0191077141978086,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-187-3p:hsa-mir-187","hsa-miR-187-3p",-1.93828863424917,0.148824804562336,-1.47764757004495,0.827381577615971,FALSE,TRUE,FALSE
"hsa-miR-187-5p:hsa-mir-187","hsa-miR-187-5p",-0.460315289504599,0.732917704376909,0.244928161398395,0.976628327128219,FALSE,TRUE,TRUE
"hsa-miR-18a-3p:hsa-mir-18a","hsa-miR-18a-3p",0.218233295739647,0.816522877783359,0.268761946121413,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-18a-5p:hsa-mir-18a","hsa-miR-18a-5p",-0.0643779900459381,0.908500446340924,0.131272031395007,0.961686339648352,FALSE,FALSE,TRUE
"hsa-miR-18b-5p:hsa-mir-18b","hsa-miR-18b-5p",-0.82327828870985,0.351573363261707,-1.03897279941386,0.827381577615971,FALSE,FALSE,FALSE
"hsa-miR-1908-5p:hsa-mir-1908","hsa-miR-1908-5p",0.112251702019233,0.941404851824172,1.07379663687819,0.827381577615971,FALSE,FALSE,FALSE
"hsa-miR-190a-5p:hsa-mir-190a","hsa-miR-190a-5p",1.20003215758328,0.0322108638481141,0.251611580521557,0.954302845955942,TRUE,TRUE,FALSE
"hsa-miR-191-3p:hsa-mir-191","hsa-miR-191-3p",1.15649016520226,0.27290471802055,0.591453258729363,0.951185018782856,FALSE,TRUE,FALSE
"hsa-miR-191-5p:hsa-mir-191","hsa-miR-191-5p",0.366246113342499,0.186175681511027,-0.090927954636152,0.954302845955942,FALSE,TRUE,TRUE
"hsa-miR-192-3p:hsa-mir-192","hsa-miR-192-3p",2.8978818149117,0.00349994129853821,-0.253299611134313,0.961686339648352,TRUE,TRUE,TRUE
"hsa-miR-192-5p:hsa-mir-192","hsa-miR-192-5p",3.62028540984255,0.000279427342754563,0.641766900390051,0.913328740245061,TRUE,TRUE,FALSE
"hsa-miR-193a-5p:hsa-mir-193a","hsa-miR-193a-5p",0.101005308406043,0.831659728856061,0.360239406798128,0.901138084350497,FALSE,FALSE,FALSE
"hsa-miR-193b-3p:hsa-mir-193b","hsa-miR-193b-3p",-0.121067634183322,0.889422147057613,0.508092811910904,0.913328740245061,FALSE,FALSE,TRUE
"hsa-miR-193b-5p:hsa-mir-193b","hsa-miR-193b-5p",-0.202646514215114,0.615425513947374,0.0710051077730958,0.986222444632175,FALSE,TRUE,TRUE
"hsa-miR-194-3p:hsa-mir-194-2","hsa-miR-194-3p",4.77511998017225,0.0000251062948947509,1.03734786935211,0.827381577615971,TRUE,TRUE,FALSE
"hsa-miR-194-5p:hsa-mir-194-1","hsa-miR-194-5p",3.56350107326487,0.000321161858893909,0.67072361432374,0.913328740245061,TRUE,TRUE,FALSE
"hsa-miR-195-3p:hsa-mir-195","hsa-miR-195-3p",0.467486729065621,0.321331603861087,0.457434371716088,0.907086138049205,FALSE,TRUE,FALSE
"hsa-miR-195-5p:hsa-mir-195","hsa-miR-195-5p",0.273914481602827,0.51855611774583,-0.189292924211286,0.951185018782856,FALSE,TRUE,TRUE
"hsa-miR-196a-5p:hsa-mir-196a-1","hsa-miR-196a-5p",-0.459439337730564,0.477697535965974,-0.422096960463293,0.913328740245061,FALSE,TRUE,FALSE
"hsa-miR-196b-5p:hsa-mir-196b","hsa-miR-196b-5p",0.190287620328245,0.506755546027533,-0.0766508410252171,0.961686339648352,FALSE,TRUE,TRUE
"hsa-miR-197-3p:hsa-mir-197","hsa-miR-197-3p",-0.0794242676051524,0.832346407596613,-0.0830809719654147,0.961686339648352,FALSE,FALSE,FALSE
"hsa-miR-197-5p:hsa-mir-197","hsa-miR-197-5p",-0.30701818080557,0.766655270759892,-0.0165731182002951,0.99775400192234,FALSE,TRUE,FALSE
"hsa-miR-1976:hsa-mir-1976","hsa-miR-1976",-0.0594522800456043,0.927221328752318,-0.410666619007381,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-199a-5p:hsa-mir-199a-1","hsa-miR-199a-5p",0.103441578084086,0.891138059282879,0.23995784771587,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-199b-5p:hsa-mir-199b","hsa-miR-199b-5p",-0.246141217721087,0.818020683857009,0.318107631215576,0.954302845955942,FALSE,FALSE,TRUE
"hsa-miR-19a-3p:hsa-mir-19a","hsa-miR-19a-3p",-0.223479842765472,0.858701909970255,-1.03657970985521,0.827381577615971,FALSE,FALSE,FALSE
"hsa-miR-19b-3p:hsa-mir-19b-1","hsa-miR-19b-3p",-0.143002373222401,0.910058537082476,-1.05168244959747,0.827381577615971,FALSE,FALSE,FALSE
"hsa-miR-200a-3p:hsa-mir-200a","hsa-miR-200a-3p",1.0222098669746,0.118896402398218,0.259768862800637,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-200a-5p:hsa-mir-200a","hsa-miR-200a-5p",1.11851540992058,0.0391024554461181,0.359085090133545,0.948810508224733,TRUE,TRUE,FALSE
"hsa-miR-200b-3p:hsa-mir-200b","hsa-miR-200b-3p",1.26305403224039,0.00920678808986936,0.374084868134066,0.913328740245061,TRUE,TRUE,FALSE
"hsa-miR-200b-5p:hsa-mir-200b","hsa-miR-200b-5p",1.17356861974161,0.0304570715003863,0.29156004856524,0.951185018782856,TRUE,TRUE,FALSE
"hsa-miR-200c-3p:hsa-mir-200c","hsa-miR-200c-3p",0.580152826459553,0.201275308285891,0.274720981705558,0.948810508224733,FALSE,TRUE,FALSE
"hsa-miR-200c-5p:hsa-mir-200c","hsa-miR-200c-5p",0.0819552742224735,0.941404851824172,-0.457653477825208,0.951185018782856,FALSE,FALSE,TRUE
"hsa-miR-202-3p:hsa-mir-202","hsa-miR-202-3p",-1.41204317470894,0.148824804562336,-1.79422795818002,0.497551960372237,FALSE,FALSE,FALSE
"hsa-miR-202-5p:hsa-mir-202","hsa-miR-202-5p",-1.92573908971904,0.0457323122888748,-2.28040871620229,0.444782861895594,TRUE,FALSE,FALSE
"hsa-miR-203a-3p:hsa-mir-203a","hsa-miR-203a-3p",-1.65878864029953,0.0288911112602376,0.267171456016329,0.951185018782856,TRUE,TRUE,TRUE
"hsa-miR-203b-3p:hsa-mir-203b","hsa-miR-203b-3p",0.476928938331761,0.396641584942936,0.223807049109818,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-204-5p:hsa-mir-204","hsa-miR-204-5p",-0.0648170565336472,0.905352220992788,0.0695535650323069,0.994088918459872,FALSE,FALSE,TRUE
"hsa-miR-205-5p:hsa-mir-205","hsa-miR-205-5p",-5.80329009730441,0.00460268937096684,-0.520581672209475,0.942554188179476,TRUE,TRUE,FALSE
"hsa-miR-206:hsa-mir-206","hsa-miR-206",0.361247450104268,0.676680640477981,0.273940291478461,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-20a-5p:hsa-mir-20a","hsa-miR-20a-5p",-0.0236881909870692,0.962130730956057,-0.0314074804509021,0.99698024720718,FALSE,FALSE,FALSE
"hsa-miR-20b-5p:hsa-mir-20b","hsa-miR-20b-5p",-0.645954688935817,0.330585014396387,-0.418851442751863,0.944180457304669,FALSE,TRUE,FALSE
"hsa-miR-21-3p:hsa-mir-21","hsa-miR-21-3p",0.377289054499988,0.55495926717748,0.337495062567405,0.951185018782856,FALSE,TRUE,FALSE
"hsa-miR-21-5p:hsa-mir-21","hsa-miR-21-5p",-0.134254364662575,0.805388428063735,-0.153537429236031,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-210-3p:hsa-mir-210","hsa-miR-210-3p",0.604533901054626,0.261057681267319,0.967330822857046,0.58336737029649,FALSE,FALSE,FALSE
"hsa-miR-211-5p:hsa-mir-211","hsa-miR-211-5p",-3.00405365095328,0.0511359113454871,-0.118033950777172,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-2110:hsa-mir-2110","hsa-miR-2110",0.17927799758586,0.508785176447443,0.0332085276772253,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-2116-3p:hsa-mir-2116","hsa-miR-2116-3p",1.01332234580677,0.285955766973789,-0.565279598273429,0.9279326592748,FALSE,TRUE,TRUE
"hsa-miR-212-3p:hsa-mir-212","hsa-miR-212-3p",-0.0785356636981744,0.911580919657734,-0.113506205921086,0.988794710274305,FALSE,FALSE,FALSE
"hsa-miR-212-5p:hsa-mir-212","hsa-miR-212-5p",0.603136694381516,0.508785176447443,0.059651969990673,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-214-3p:hsa-mir-214","hsa-miR-214-3p",-0.0064299197396312,0.980762059372689,-0.16325725310409,0.951185018782856,FALSE,FALSE,FALSE
"hsa-miR-214-5p:hsa-mir-214","hsa-miR-214-5p",-0.142975698647662,0.829707408806913,-0.129265863176833,0.961686339648352,FALSE,TRUE,FALSE
"hsa-miR-215-3p:hsa-mir-215","hsa-miR-215-3p",4.50025227819009,0.00130637880240121,1.89669316806486,0.589486017696251,TRUE,TRUE,FALSE
"hsa-miR-215-5p:hsa-mir-215","hsa-miR-215-5p",5.41060707761238,0.000112734254873872,2.32918018885813,0.58336737029649,TRUE,TRUE,FALSE
"hsa-miR-216b-5p:hsa-mir-216b","hsa-miR-216b-5p",1.43557386871595,0.0808064004352348,-0.239692429509901,0.954302845955942,FALSE,TRUE,TRUE
"hsa-miR-218-5p:hsa-mir-218-1","hsa-miR-218-5p",-0.505564853994462,0.0742402849477642,-0.167021204823563,0.951185018782856,FALSE,TRUE,FALSE
"hsa-miR-219a-1-3p:hsa-mir-219a-1","hsa-miR-219a-1-3p",-0.745700817280746,0.436810331898542,-1.16287014427661,0.824407689404813,FALSE,FALSE,FALSE
"hsa-miR-22-3p:hsa-mir-22","hsa-miR-22-3p",-0.0830164280850316,0.907083833514507,0.0625741483493565,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-22-5p:hsa-mir-22","hsa-miR-22-5p",0.0623816282975511,0.952284901695931,0.633702596068251,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-221-3p:hsa-mir-221","hsa-miR-221-3p",-0.288364165328523,0.508785176447443,0.353737615825368,0.901138084350497,FALSE,FALSE,TRUE
"hsa-miR-221-5p:hsa-mir-221","hsa-miR-221-5p",-0.0109418490262751,0.980762059372689,-0.277157119439956,0.948810508224733,FALSE,FALSE,FALSE
"hsa-miR-222-3p:hsa-mir-222","hsa-miR-222-3p",-0.345564413956337,0.470206502463673,0.312728660857817,0.913328740245061,FALSE,TRUE,TRUE
"hsa-miR-222-5p:hsa-mir-222","hsa-miR-222-5p",1.98430018443652,0.0322108638481141,1.15688949229268,0.874368051484327,TRUE,TRUE,FALSE
"hsa-miR-223-3p:hsa-mir-223","hsa-miR-223-3p",-0.962063410507644,0.0263827341237019,-0.613362725301426,0.827381577615971,TRUE,TRUE,FALSE
"hsa-miR-223-5p:hsa-mir-223","hsa-miR-223-5p",-0.874343429210213,0.0887824229214159,-0.862509373166446,0.681874207663341,FALSE,TRUE,FALSE
"hsa-miR-224-3p:hsa-mir-224","hsa-miR-224-3p",-0.767649040466445,0.159943381851787,-0.0270419588103336,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-224-5p:hsa-mir-224","hsa-miR-224-5p",-0.715901442047292,0.0895395590464468,0.0813290152930987,0.980984678845329,FALSE,TRUE,TRUE
"hsa-miR-2355-3p:hsa-mir-2355","hsa-miR-2355-3p",-0.230984592397742,0.730693855354307,-0.0239741163647409,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-23a-3p:hsa-mir-23a","hsa-miR-23a-3p",-0.271699513520445,0.421990238497201,0.0243274745771985,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-23a-5p:hsa-mir-23a","hsa-miR-23a-5p",-0.0421569510519371,0.941404851824172,0.22207332646483,0.951185018782856,FALSE,FALSE,TRUE
"hsa-miR-23b-3p:hsa-mir-23b","hsa-miR-23b-3p",-0.327501944631932,0.289145490383311,-0.221038488522561,0.944180457304669,FALSE,TRUE,FALSE
"hsa-miR-23b-5p:hsa-mir-23b","hsa-miR-23b-5p",-0.320532599721591,0.314291416311098,0.0540284153697394,0.994088918459872,FALSE,TRUE,TRUE
"hsa-miR-23c:hsa-mir-23c","hsa-miR-23c",-0.412003695104803,0.40731296285404,-0.451399490360455,0.907086138049205,FALSE,FALSE,FALSE
"hsa-miR-24-1-5p:hsa-mir-24-1","hsa-miR-24-1-5p",-0.0732385962077192,0.845034867958424,-0.0164213614382146,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-24-2-5p:hsa-mir-24-2","hsa-miR-24-2-5p",-0.125449529389485,0.744769865823926,0.220987669258818,0.913328740245061,FALSE,FALSE,TRUE
"hsa-miR-24-3p:hsa-mir-24-1","hsa-miR-24-3p",-0.32027511082612,0.285338347819968,-0.103759655598757,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-25-3p:hsa-mir-25","hsa-miR-25-3p",-0.123289111295904,0.818020683857009,-0.235106099796809,0.951185018782856,FALSE,FALSE,FALSE
"hsa-miR-25-5p:hsa-mir-25","hsa-miR-25-5p",0.250303441439614,0.796924027558316,-0.263087156267848,0.954302845955942,FALSE,FALSE,TRUE
"hsa-miR-2681-3p:hsa-mir-2681","hsa-miR-2681-3p",1.02656623774798,0.31008367402906,1.63976104829011,0.633528608313097,FALSE,FALSE,FALSE
"hsa-miR-26a-1-3p:hsa-mir-26a-1","hsa-miR-26a-1-3p",0.443566372876155,0.562528730049337,0.594866373105152,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-26a-2-3p:hsa-mir-26a-2","hsa-miR-26a-2-3p",0.0256973507192405,0.962130730956057,0.201042437966611,0.951185018782856,FALSE,FALSE,FALSE
"hsa-miR-26a-5p:hsa-mir-26a-1","hsa-miR-26a-5p",-0.0491270854910238,0.884710030294554,-0.251091371148908,0.843189393982541,FALSE,FALSE,FALSE
"hsa-miR-26b-3p:hsa-mir-26b","hsa-miR-26b-3p",-0.285730171250402,0.772471905395681,-0.353170645195963,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-26b-5p:hsa-mir-26b","hsa-miR-26b-5p",-0.0497067562224998,0.88287208092396,-0.228937219551161,0.901493362036003,FALSE,FALSE,FALSE
"hsa-miR-27a-3p:hsa-mir-27a","hsa-miR-27a-3p",-0.198383215366996,0.619110183905257,0.278365054506899,0.913328740245061,FALSE,FALSE,TRUE
"hsa-miR-27a-5p:hsa-mir-27a","hsa-miR-27a-5p",0.20602800018061,0.781065001610967,0.193981161000647,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-27b-3p:hsa-mir-27b","hsa-miR-27b-3p",-0.194880911702584,0.557470039674556,-0.0149167660690777,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-27b-5p:hsa-mir-27b","hsa-miR-27b-5p",-0.154681865996752,0.720603122102779,-0.0100756366710763,0.99775400192234,FALSE,TRUE,FALSE
"hsa-miR-28-3p:hsa-mir-28","hsa-miR-28-3p",0.582794415796407,0.0288911112602376,0.247656736675173,0.907086138049205,TRUE,TRUE,FALSE
"hsa-miR-28-5p:hsa-mir-28","hsa-miR-28-5p",0.470762868839915,0.115701471165273,-0.0171186648640115,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-296-3p:hsa-mir-296","hsa-miR-296-3p",-0.263921958771962,0.75423622183383,-0.548748989462612,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-299-3p:hsa-mir-299","hsa-miR-299-3p",0.522366021693504,0.626580291041456,0.522985199300559,0.951185018782856,FALSE,FALSE,FALSE
"hsa-miR-299-5p:hsa-mir-299","hsa-miR-299-5p",0.523246524981261,0.574305360571869,0.218969882266262,0.961686339648352,FALSE,TRUE,FALSE
"hsa-miR-29a-3p:hsa-mir-29a","hsa-miR-29a-3p",-0.0465153143712168,0.889422147057613,-0.178040466127986,0.942554188179476,FALSE,FALSE,FALSE
"hsa-miR-29a-5p:hsa-mir-29a","hsa-miR-29a-5p",0.0651159272941048,0.962130730956057,-0.0337454363281591,0.99775400192234,FALSE,TRUE,TRUE
"hsa-miR-29b-1-5p:hsa-mir-29b-1","hsa-miR-29b-1-5p",0.396880990670366,0.397228614823619,-0.0305253977097449,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-29b-2-5p:hsa-mir-29b-2","hsa-miR-29b-2-5p",-0.228933977033534,0.784690985881045,-0.271748342769349,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-29b-3p:hsa-mir-29b-1","hsa-miR-29b-3p",-0.0635784858313508,0.891138059282879,-0.41427987272672,0.827381577615971,FALSE,FALSE,FALSE
"hsa-miR-29c-3p:hsa-mir-29c","hsa-miR-29c-3p",-0.0811350299269139,0.845127992975806,-0.160932827824728,0.951185018782856,FALSE,FALSE,FALSE
"hsa-miR-29c-5p:hsa-mir-29c","hsa-miR-29c-5p",-0.0620074429874652,0.941404851824172,-0.148725109758409,0.981068937087881,FALSE,FALSE,FALSE
"hsa-miR-3064-5p:hsa-mir-3064","hsa-miR-3064-5p",-0.686170840040528,0.498646983581096,-0.373475324839466,0.954302845955942,FALSE,TRUE,FALSE
"hsa-miR-3065-3p:hsa-mir-3065","hsa-miR-3065-3p",-0.413436724705398,0.576201777755227,0.330038858648509,0.951185018782856,FALSE,TRUE,TRUE
"hsa-miR-3065-5p:hsa-mir-3065","hsa-miR-3065-5p",-2.0553910585742,0.00984692484640867,-0.923845447574372,0.827381577615971,TRUE,TRUE,FALSE
"hsa-miR-3074-5p:hsa-mir-3074","hsa-miR-3074-5p",0.38029950108262,0.805388428063735,0.100782767202519,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-30a-3p:hsa-mir-30a","hsa-miR-30a-3p",0.0730954504235654,0.839804249016617,0.0212486590411295,0.99698024720718,FALSE,TRUE,FALSE
"hsa-miR-30a-5p:hsa-mir-30a","hsa-miR-30a-5p",0.117293271292853,0.805388428063735,0.182054514163923,0.951185018782856,FALSE,FALSE,FALSE
"hsa-miR-30b-3p:hsa-mir-30b","hsa-miR-30b-3p",0.183493135739094,0.595144944409928,0.2509731982022,0.913328740245061,FALSE,FALSE,FALSE
"hsa-miR-30b-5p:hsa-mir-30b","hsa-miR-30b-5p",0.152017364587944,0.78525337634964,0.0976458120656351,0.980431736780571,FALSE,TRUE,FALSE
"hsa-miR-30c-1-3p:hsa-mir-30c-1","hsa-miR-30c-1-3p",0.155078964931422,0.739100139534117,0.185746081939998,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-30c-2-3p:hsa-mir-30c-2","hsa-miR-30c-2-3p",0.0216157398582309,0.967825315921475,0.208051680132056,0.954302845955942,FALSE,FALSE,FALSE
"hsa-miR-30c-5p:hsa-mir-30c-1","hsa-miR-30c-5p",0.0367756378945832,0.927221328752318,-0.0326082354052562,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-30d-3p:hsa-mir-30d","hsa-miR-30d-3p",0.29459362608108,0.805388428063735,-0.0467532551174898,0.99698024720718,FALSE,TRUE,TRUE
"hsa-miR-30d-5p:hsa-mir-30d","hsa-miR-30d-5p",0.287239310470923,0.141761709681312,0.0906407705824496,0.954302845955942,FALSE,TRUE,FALSE
